=== 📊 거래 설정 ===
손익비: 1.4:1 (익절 +3.5% / 손절 -2.5%)
거래당 투자금: 1,000,000원

=== 💰 당일 수익 요약 ===
총 거래: 5건 (1승 4패)
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원 (실제 수익률 합계)
  ㄴ 손실 금액: -88,431원 (실제 손실률 합계)

=== 총 승패: 1승 4패 ===
=== selection_date 이후 승패: 1승 4패 ===
=== 📊 최대 동시 보유 종목 수: 2개 ===
=== 🌅 12시 이전 매수 종목: 1승 4패 (승률 20.0%) ===
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원
  ㄴ 손실 금액: -88,431원

   🔴 450140 09:59 매수 → -2.50%
   🔴 036710 10:42 매수 → -2.50%
   🟢 042520 11:18 매수 → +3.50%
   🔴 397030 11:27 매수 → -1.34%
   🔴 109670 11:36 매수 → -2.50%

=== 001520 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:02:28
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:1,290 | 거래량:2,617,645 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    13:39→13:42: 종가:254,500 | 거래량:4,694 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:42→13:45: 종가:254,500 | 거래량:2,865 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:45→13:48: 종가:255,500 | 거래량:3,222 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:48→13:51: 종가:255,000 | 거래량:4,824 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:51→13:54: 종가:255,000 | 거래량:3,999 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:54→13:57: 종가:255,000 | 거래량:4,074 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:57→14:00: 종가:254,000 | 거래량:10,992 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:00→14:03: 종가:253,000 | 거래량:5,069 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:03→14:06: 종가:253,000 | 거래량:3,038 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:06→14:09: 종가:251,500 | 거래량:6,884 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:09→14:12: 종가:251,500 | 거래량:8,888 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:12→14:15: 종가:250,000 | 거래량:11,329 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    14:15→14:18: 종가:251,000 | 거래량:6,656 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:18→14:21: 종가:250,000 | 거래량:6,742 | 🔴회피(이등분선아래) | 신뢰도:0%
    14:21→14:24: 종가:250,000 | 거래량:7,989 | 🔴회피(이등분선아래) | 신뢰도:0%
    14:24→14:27: 종가:250,000 | 거래량:4,225 | 🔴회피(이등분선아래) | 신뢰도:0%
    14:27→14:30: 종가:248,000 | 거래량:7,149 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:30→14:33: 종가:248,500 | 거래량:16,250 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:33→14:36: 종가:249,500 | 거래량:4,599 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:36→14:39: 종가:250,500 | 거래량:4,837 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:39→14:42: 종가:250,500 | 거래량:3,642 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:42→14:45: 종가:251,000 | 거래량:5,880 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:45→14:48: 종가:251,000 | 거래량:4,985 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:48→14:51: 종가:251,000 | 거래량:4,725 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:51→14:54: 종가:251,500 | 거래량:3,969 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:54→14:57: 종가:251,000 | 거래량:4,071 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:57→15:00: 종가:251,500 | 거래량:3,274 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:00→15:03: 종가:249,500 | 거래량:11,102 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    15:03→15:06: 종가:249,000 | 거래량:2,993 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:06→15:09: 종가:250,000 | 거래량:6,060 | 🔴회피(이등분선아래) | 신뢰도:0%
    15:09→15:12: 종가:250,500 | 거래량:3,445 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:12→15:15: 종가:250,000 | 거래량:2,879 | 🔴회피(이등분선아래) | 신뢰도:0%
    15:15→15:18: 종가:250,500 | 거래량:4,839 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:18→15:21: 종가:250,000 | 거래량:5,344 | 🔴회피(이등분선아래) | 신뢰도:0%

=== 174900 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:12
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:17,930 | 거래량:4,723 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:17,890 | 거래량:5,642 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:18→09:21: 종가:17,890 | 거래량:372 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:21→09:24: 종가:17,980 | 거래량:1,064 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    09:24→09:27: 종가:17,920 | 거래량:1,419 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:27→09:30: 종가:17,940 | 거래량:1,748 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:18,060 | 거래량:3,324 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    09:33→09:36: 종가:18,100 | 거래량:2,677 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    09:36→09:39: 종가:18,180 | 거래량:3,637 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    09:39→09:42: 종가:18,210 | 거래량:8,226 | 🔴회피(시가대비0.9%상승(2%미만차단)) | 신뢰도:0%
    09:42→09:45: 종가:18,200 | 거래량:8,984 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    09:45→09:48: 종가:18,070 | 거래량:3,362 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    09:48→09:51: 종가:18,050 | 거래량:1,967 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    09:51→09:54: 종가:17,970 | 거래량:2,808 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:18,030 | 거래량:3,476 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    09:57→10:00: 종가:18,060 | 거래량:4,242 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    10:00→10:03: 종가:18,020 | 거래량:2,382 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    10:03→10:06: 종가:18,130 | 거래량:4,842 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    10:06→10:09: 종가:18,160 | 거래량:3,002 | 🔴회피(시가대비0.6%상승(2%미만차단)) | 신뢰도:0%
    10:09→10:12: 종가:18,060 | 거래량:1,348 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    10:12→10:15: 종가:18,000 | 거래량:1,313 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:17,990 | 거래량:1,191 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:17,960 | 거래량:2,851 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:18,000 | 거래량:467 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:17,990 | 거래량:1,084 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:18,000 | 거래량:2,101 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:18,050 | 거래량:1,263 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    10:33→10:36: 종가:18,090 | 거래량:576 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:36→10:39: 종가:18,070 | 거래량:235 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    10:39→10:42: 종가:18,100 | 거래량:286 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    10:42→10:45: 종가:18,270 | 거래량:15,778 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    10:45→10:48: 종가:18,320 | 거래량:2,504 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    10:48→10:51: 종가:18,240 | 거래량:2,457 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    10:51→10:54: 종가:18,270 | 거래량:4,830 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    10:54→10:57: 종가:18,310 | 거래량:2,272 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    10:57→11:00: 종가:18,360 | 거래량:2,994 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    11:00→11:03: 종가:18,200 | 거래량:2,925 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    11:03→11:06: 종가:18,130 | 거래량:4,219 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    11:06→11:09: 종가:18,100 | 거래량:1,807 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:09→11:12: 종가:18,090 | 거래량:146 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:12→11:15: 종가:18,000 | 거래량:3,178 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:15→11:18: 종가:18,120 | 거래량:580 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    11:18→11:21: 종가:18,100 | 거래량:2,139 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:21→11:24: 종가:18,110 | 거래량:145 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:24→11:27: 종가:18,200 | 거래량:4,418 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    11:27→11:30: 종가:18,170 | 거래량:367 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    11:30→11:33: 종가:18,130 | 거래량:2,122 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    11:33→11:36: 종가:18,110 | 거래량:89 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:36→11:39: 종가:18,080 | 거래량:28 | 🔴회피(이등분선아래) | 신뢰도:0%
    11:39→11:42: 종가:18,080 | 거래량:46 | 🔴회피(이등분선아래) | 신뢰도:0%
    11:42→11:45: 종가:18,090 | 거래량:109 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:45→11:48: 종가:18,090 | 거래량:327 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:48→11:51: 종가:18,110 | 거래량:74 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:51→11:54: 종가:18,110 | 거래량:84 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:54→11:57: 종가:18,080 | 거래량:2,407 | 🔴회피(이등분선아래) | 신뢰도:0%
    11:57→12:00: 종가:18,080 | 거래량:115 | 🔴회피(이등분선아래) | 신뢰도:0%
    12:00→12:03: 종가:18,140 | 거래량:520 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    12:03→12:06: 종가:18,150 | 거래량:153 | 🔴회피(시가대비0.6%상승(2%미만차단)) | 신뢰도:0%
    12:06→12:09: 종가:18,150 | 거래량:77 | 🔴회피(시가대비0.6%상승(2%미만차단)) | 신뢰도:0%
    12:09→12:12: 종가:18,150 | 거래량:330 | 🔴회피(시가대비0.6%상승(2%미만차단)) | 신뢰도:0%
    12:12→12:15: 종가:18,180 | 거래량:923 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    12:15→12:18: 종가:18,190 | 거래량:696 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    12:18→12:21: 종가:18,190 | 거래량:214 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    12:21→12:24: 종가:18,170 | 거래량:132 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    12:24→12:27: 종가:18,150 | 거래량:1,278 | 🔴회피(시가대비0.6%상승(2%미만차단)) | 신뢰도:0%
    12:27→12:30: 종가:18,140 | 거래량:1,150 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    12:30→12:33: 종가:18,130 | 거래량:71 | 🔴회피(시가대비0.4%상승(2%미만차단)) | 신뢰도:0%
    12:33→12:36: 종가:18,140 | 거래량:867 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    12:36→12:39: 종가:18,140 | 거래량:122 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    12:39→12:42: 종가:18,080 | 거래량:3,552 | 🔴회피(이등분선아래) | 신뢰도:0%
    12:42→12:45: 종가:18,050 | 거래량:1,522 | 🔴회피(당일시가이하(시가:18050)) | 신뢰도:0%
    12:45→12:48: 종가:18,000 | 거래량:748 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:48→12:51: 종가:17,980 | 거래량:489 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:51→12:54: 종가:17,950 | 거래량:2,463 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:54→12:57: 종가:17,950 | 거래량:550 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:57→13:00: 종가:18,000 | 거래량:2,084 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:00→13:03: 종가:18,140 | 거래량:6,150 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    13:03→13:06: 종가:18,100 | 거래량:176 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    13:06→13:09: 종가:18,340 | 거래량:9,108 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    13:09→13:12: 종가:18,290 | 거래량:466 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    13:12→13:15: 종가:18,250 | 거래량:184 | 🔴회피(시가대비1.1%상승(2%미만차단)) | 신뢰도:0%
    13:15→13:18: 종가:18,270 | 거래량:360 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    13:18→13:21: 종가:18,320 | 거래량:5,026 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    13:21→13:24: 종가:18,340 | 거래량:1,835 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    13:24→13:27: 종가:18,350 | 거래량:1,700 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    13:27→13:30: 종가:18,350 | 거래량:403 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    13:30→13:33: 종가:18,340 | 거래량:1,550 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    13:33→13:36: 종가:18,290 | 거래량:560 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    13:36→13:39: 종가:18,290 | 거래량:613 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    13:39→13:42: 종가:18,310 | 거래량:1,711 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    13:42→13:45: 종가:18,300 | 거래량:25 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    13:45→13:48: 종가:18,290 | 거래량:2,106 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    13:48→13:51: 종가:18,310 | 거래량:1,662 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    13:51→13:54: 종가:18,300 | 거래량:647 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    13:54→13:57: 종가:18,300 | 거래량:32 | 🔴회피(시가대비1.4%상승(2%미만차단)) | 신뢰도:0%
    13:57→14:00: 종가:18,290 | 거래량:50 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    14:00→14:03: 종가:18,290 | 거래량:673 | 🔴회피(시가대비1.3%상승(2%미만차단)) | 신뢰도:0%
    14:03→14:06: 종가:18,320 | 거래량:2,250 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    14:06→14:09: 종가:18,400 | 거래량:15,401 | 🔴회피(시가대비1.9%상승(2%미만차단)) | 신뢰도:0%
    14:09→14:12: 종가:18,390 | 거래량:682 | 🔴회피(시가대비1.9%상승(2%미만차단)) | 신뢰도:0%
    14:12→14:15: 종가:18,400 | 거래량:598 | 🔴회피(시가대비1.9%상승(2%미만차단)) | 신뢰도:0%
    14:15→14:18: 종가:18,400 | 거래량:241 | 🔴회피(시가대비1.9%상승(2%미만차단)) | 신뢰도:0%
    14:18→14:21: 종가:18,380 | 거래량:40 | 🔴회피(시가대비1.8%상승(2%미만차단)) | 신뢰도:0%
    14:21→14:24: 종가:18,370 | 거래량:669 | 🔴회피(시가대비1.8%상승(2%미만차단)) | 신뢰도:0%
    14:24→14:27: 종가:18,320 | 거래량:3,755 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    14:27→14:30: 종가:18,260 | 거래량:720 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    14:30→14:33: 종가:18,260 | 거래량:328 | 🔴회피(시가대비1.2%상승(2%미만차단)) | 신뢰도:0%
    14:33→14:36: 종가:18,200 | 거래량:801 | 🔴회피(시가대비0.8%상승(2%미만차단)) | 신뢰도:0%
    14:36→14:39: 종가:18,340 | 거래량:1,625 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    14:39→14:42: 종가:18,320 | 거래량:78 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    14:42→14:45: 종가:18,330 | 거래량:563 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    14:45→14:48: 종가:18,360 | 거래량:960 | 🔴회피(시가대비1.7%상승(2%미만차단)) | 신뢰도:0%
    14:48→14:51: 종가:18,370 | 거래량:155 | 🔴회피(시가대비1.8%상승(2%미만차단)) | 신뢰도:0%
    14:51→14:54: 종가:18,330 | 거래량:443 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    14:54→14:57: 종가:18,330 | 거래량:2,004 | 🔴회피(시가대비1.6%상승(2%미만차단)) | 신뢰도:0%
    14:57→15:00: 종가:18,320 | 거래량:114 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    15:00→15:03: 종가:18,550 | 거래량:31,053 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:03→15:06: 종가:18,530 | 거래량:18,875 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    15:06→15:09: 종가:18,490 | 거래량:1,925 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:09→15:12: 종가:18,450 | 거래량:9,997 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:12→15:15: 종가:18,470 | 거래량:3,076 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:15→15:18: 종가:18,470 | 거래량:4,607 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:18→15:21: 종가:18,510 | 거래량:2,254 | 🔴회피(4단계패턴없음) | 신뢰도:0%

=== 115180 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:12
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:16,450 | 거래량:3,929 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:15→09:18: 종가:16,550 | 거래량:1,844 | 🔴회피(이등분선아래) | 신뢰도:0%
    09:18→09:21: 종가:16,340 | 거래량:5,659 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:21→09:24: 종가:16,300 | 거래량:2,559 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:24→09:27: 종가:16,370 | 거래량:2,030 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:27→09:30: 종가:16,390 | 거래량:620 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:30→09:33: 종가:16,350 | 거래량:2,513 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:33→09:36: 종가:16,400 | 거래량:3,131 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:16,490 | 거래량:6,986 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:39→09:42: 종가:16,410 | 거래량:1,770 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:16,490 | 거래량:22 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:45→09:48: 종가:16,480 | 거래량:804 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:48→09:51: 종가:16,470 | 거래량:1,221 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:16,480 | 거래량:348 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:16,360 | 거래량:582 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:16,410 | 거래량:551 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:00→10:03: 종가:16,360 | 거래량:1,909 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:16,500 | 거래량:2,828 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:16,445 | 거래량:524 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:16,460 | 거래량:78 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:16,350 | 거래량:1,294 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:15→10:18: 종가:16,430 | 거래량:259 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:18→10:21: 종가:16,440 | 거래량:298 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:16,450 | 거래량:350 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:16,460 | 거래량:795 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:27→10:30: 종가:16,440 | 거래량:446 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:30→10:33: 종가:16,430 | 거래량:163 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:33→10:36: 종가:16,440 | 거래량:529 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:36→10:39: 종가:16,420 | 거래량:1,622 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:39→10:42: 종가:16,420 | 거래량:362 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:42→10:45: 종가:16,420 | 거래량:75 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:45→10:48: 종가:16,410 | 거래량:222 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:48→10:51: 종가:16,380 | 거래량:381 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:51→10:54: 종가:16,480 | 거래량:1,262 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:54→10:57: 종가:16,550 | 거래량:3,463 | 🔴회피(이등분선아래) | 신뢰도:0%
    10:57→11:00: 종가:16,570 | 거래량:3,018 | 🔴회피(이등분선아래) | 신뢰도:0%
    11:00→11:03: 종가:16,590 | 거래량:2,228 | 🔴회피(시가대비1.5%상승(2%미만차단)) | 신뢰도:0%
    11:03→11:06: 종가:16,540 | 거래량:999 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:06→11:09: 종가:16,470 | 거래량:1,393 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:09→11:12: 종가:16,420 | 거래량:3,954 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:12→11:15: 종가:16,370 | 거래량:802 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:15→11:18: 종가:16,340 | 거래량:2,765 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:18→11:21: 종가:16,370 | 거래량:416 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:21→11:24: 종가:16,370 | 거래량:1,671 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:24→11:27: 종가:16,380 | 거래량:1,126 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:27→11:30: 종가:16,400 | 거래량:225 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:30→11:33: 종가:16,380 | 거래량:1,039 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:33→11:36: 종가:16,490 | 거래량:1,502 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:36→11:39: 종가:16,360 | 거래량:191 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:39→11:42: 종가:16,360 | 거래량:726 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:42→11:45: 종가:16,520 | 거래량:1,539 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    11:45→11:48: 종가:16,480 | 거래량:508 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
